0	0	12	-396
			
0	1	0	-396
			
0	2	0	-396
			
0	3	2	-396
			
0	4	0	-414
			
0	5	1	-414
			
0	6	0	-414
			
0	7	0	-414
			
0	8	0	-450
			
0	9	0	-450
			
0	10	1	-450
			
0	11	0	-440
			
0	12	0	-440
			
0	13	0	-440
			
0	14	0	-440
			
0	15	0	-440
			
0	16	0	-299
			
0	17	0	-299
			
0	18	188	52
			
0	19	229	52
			
0	20	19	-299
			
0	21	9	-299
			
0	22	8	-299
			
0	23	23	-299
			
0	24	10	-367
			
0	25	6	-216
			
0	26	18	-216
			
0	27	9	-216
			
0	28	16	-216
			
0	29	87	-216
			
0	30	198	65
			
0	31	1	-438
			
0	32	1	-438
			
0	33	0	-438
			
0	34	0	-438
			
0	35	0	-438
			
0	36	1	-438
			
0	37	1	-451
			
0	38	1	-405
			
0	39	0	-405
			
0	40	0	-405
			
0	41	0	-405
			
0	42	1	-327
			
0	43	1	-327
			
0	44	1	-327
			
0	45	3	-327
			
0	46	8	-327
			
0	47	46	-327
			
0	48	168	29
			
0	49	60	-295
			
0	50	31	-295
			
0	51	40	-295
			
0	52	14	-295
			
0	53	146	174
			
0	54	432	174
			
0	55	241	174
			
0	56	97	-111
			
0	57	157	108
			
0	58	379	108
			
0	59	193	108
			
0	60	166	108
			
0	61	445	108
			
0	62	364	108
			
0	63	25	-141
			
0	64	288	70
			
0	65	44	-141
			
0	66	1	-260
			
0	67	74	-260
			
0	68	438	106
			
0	69	12	-260
			
0	70	0	-260
			
0	71	0	-322
			
0	72	1	-322
			
0	73	4	-322
			
0	74	11	-322
			
0	75	49	-322
			
0	76	47	-249
			
0	77	45	-249
			
0	78	20	-249
			
0	79	65	-249
			
0	80	75	-249
			
0	81	16	-249
			
0	82	30	-90
			
0	83	22	-90
			
0	84	5	-90
			
0	85	22	-90
			
0	86	50	-90
			
0	87	139	8
			
0	88	16	-90
			
0	89	0	-90
			
0	90	0	-439
			
0	91	0	-439
			
0	92	4	-439
			
0	93	0	-439
			
0	94	0	-439
			
0	95	0	-439
			
0	96	0	-439
			
0	97	0	-439
			
0	98	0	-439
			
0	99	0	-439
			
1	0	10	-396
			
1	1	0	-396
			
1	2	1	-396
			
1	3	4	-396
			
1	4	3	-414
			
1	5	0	-414
			
1	6	0	-414
			
1	7	0	-414
			
1	8	0	-450
			
1	9	0	-450
			
1	10	0	-450
			
1	11	1	-440
			
1	12	2	-440
			
1	13	0	-440
			
1	14	0	-440
			
1	15	1	-440
			
1	16	3	-299
			
1	17	0	-299
			
1	18	7	-299
			
1	19	16	-299
			
1	20	57	-299
			
1	21	22	-299
			
1	22	30	-299
			
1	23	32	-299
			
1	24	27	-367
			
1	25	26	-216
			
1	26	17	-216
			
1	27	10	-216
			
1	28	14	-216
			
1	29	31	-216
			
1	30	269	65
			
1	31	8	-216
			
1	32	4	-438
			
1	33	0	-438
			
1	34	2	-438
			
1	35	0	-438
			
1	36	1	-438
			
1	37	0	-405
			
1	38	0	-405
			
1	39	0	-405
			
1	40	1	-405
			
1	41	2	-405
			
1	42	2	-327
			
1	43	1	-327
			
1	44	3	-327
			
1	45	13	-327
			
1	46	32	-327
			
1	47	29	-30
			
1	48	83	-30
			
1	49	43	-30
			
1	50	26	-30
			
1	51	76	-30
			
1	52	304	174
			
1	53	273	174
			
1	54	1070	174
			
1	55	31	-111
			
1	56	8	-111
			
1	57	5	-111
			
1	58	54	-111
			
1	59	69	-111
			
1	60	90	-141
			
1	61	138	108
			
1	62	85	-141
			
1	63	56	-141
			
1	64	99	-141
			
1	65	17	-141
			
1	66	7	-260
			
1	67	22	-260
			
1	68	142	106
			
1	69	0	-260
			
1	70	0	-200
			
1	71	2	-200
			
1	72	4	-200
			
1	73	15	-200
			
1	74	43	-200
			
1	75	30	-322
			
1	76	5	-249
			
1	77	11	-249
			
1	78	13	-249
			
1	79	10	-249
			
1	80	3	-249
			
1	81	1	-249
			
1	82	17	-90
			
1	83	2	-90
			
1	84	1	-90
			
1	85	19	-90
			
1	86	114	-90
			
1	87	68	-90
			
1	88	0	-90
			
1	89	0	-90
			
1	90	0	-324
			
1	91	2	-324
			
1	92	0	-324
			
1	93	0	-324
			
1	94	0	-439
			
1	95	0	-439
			
1	96	0	-439
			
1	97	0	-439
			
1	98	0	-439
			
1	99	0	-439
			
2	0	15	-396
			
2	1	1	-396
			
2	2	0	-396
			
2	3	0	-396
			
2	4	0	-414
			
2	5	0	-414
			
2	6	0	-414
			
2	7	1	-414
			
2	8	0	-450
			
2	9	0	-450
			
2	10	0	-450
			
2	11	0	-440
			
2	12	0	-440
			
2	13	0	-440
			
2	14	0	-440
			
2	15	3	-440
			
2	16	5	-299
			
2	17	7	-299
			
2	18	5	-299
			
2	19	0	-299
			
2	20	3	-299
			
2	21	19	-299
			
2	22	7	-299
			
2	23	5	-299
			
2	24	2	-367
			
2	25	2	-216
			
2	26	3	-216
			
2	27	0	-216
			
2	28	0	-216
			
2	29	0	-216
			
2	30	29	-216
			
2	31	4	-216
			
2	32	0	-438
			
2	33	1	-438
			
2	34	1	-438
			
2	35	0	-438
			
2	36	0	-438
			
2	37	0	-405
			
2	38	2	-405
			
2	39	6	-405
			
2	40	0	-405
			
2	41	6	-405
			
2	42	2	-327
			
2	43	0	-327
			
2	44	5	-327
			
2	45	3	-327
			
2	46	8	-30
			
2	47	13	-30
			
2	48	13	-30
			
2	49	55	-30
			
2	50	60	-30
			
2	51	132	174
			
2	52	161	174
			
2	53	133	174
			
2	54	574	174
			
2	55	56	-111
			
2	56	18	-111
			
2	57	15	-111
			
2	58	2	-111
			
2	59	1	-111
			
2	60	8	-141
			
2	61	106	-141
			
2	62	4	-141
			
2	63	2	-141
			
2	64	34	-141
			
2	65	1	-141
			
2	66	4	-260
			
2	67	12	-260
			
2	68	13	-260
			
2	69	6	-200
			
2	70	4	-200
			
2	71	9	-200
			
2	72	43	-200
			
2	73	34	-200
			
2	74	40	-200
			
2	75	6	-200
			
2	76	0	-249
			
2	77	2	-249
			
2	78	2	-249
			
2	79	8	-249
			
2	80	12	-249
			
2	81	12	-249
			
2	82	2	-90
			
2	83	0	-90
			
2	84	3	-90
			
2	85	8	-90
			
2	86	4	-90
			
2	87	18	-90
			
2	88	8	-90
			
2	89	12	-90
			
2	90	0	-324
			
2	91	2	-324
			
2	92	0	-324
			
2	93	0	-324
			
2	94	0	-439
			
2	95	0	-439
			
2	96	0	-429
			
2	97	0	-429
			
2	98	0	-429
			
2	99	0	-429
			
3	0	15	-396
			
3	1	1	-396
			
3	2	0	-396
			
3	3	0	-396
			
3	4	0	-414
			
3	5	0	-414
			
3	6	1	-414
			
3	7	0	-414
			
3	8	0	-450
			
3	9	0	-450
			
3	10	0	-450
			
3	11	0	-440
			
3	12	0	-440
			
3	13	1	-440
			
3	14	0	-440
			
3	15	0	-440
			
3	16	3	-440
			
3	17	7	-299
			
3	18	2	-299
			
3	19	2	-299
			
3	20	0	-299
			
3	21	0	-299
			
3	22	0	-299
			
3	23	0	-299
			
3	24	0	-367
			
3	25	0	-216
			
3	26	0	-216
			
3	27	0	-216
			
3	28	0	-216
			
3	29	0	-216
			
3	30	2	-216
			
3	31	15	-216
			
3	32	3	-259
			
3	33	1	-259
			
3	34	0	-259
			
3	35	0	-259
			
3	36	2	-259
			
3	37	2	-405
			
3	38	1	-405
			
3	39	12	-405
			
3	40	0	-405
			
3	41	0	-405
			
3	42	1	-327
			
3	43	2	-327
			
3	44	6	-327
			
3	45	1	-327
			
3	46	2	-30
			
3	47	7	-30
			
3	48	34	-30
			
3	49	30	-30
			
3	50	43	-30
			
3	51	321	174
			
3	52	112	-106
			
3	53	83	-106
			
3	54	219	174
			
3	55	111	-111
			
3	56	34	-111
			
3	57	101	-111
			
3	58	4	-111
			
3	59	0	-111
			
3	60	0	-141
			
3	61	85	-141
			
3	62	26	-141
			
3	63	15	-141
			
3	64	27	-141
			
3	65	0	-141
			
3	66	0	-260
			
3	67	10	-260
			
3	68	0	-260
			
3	69	0	-200
			
3	70	1	-200
			
3	71	6	-200
			
3	72	2	-200
			
3	73	0	-200
			
3	74	2	-200
			
3	75	0	-200
			
3	76	8	-249
			
3	77	36	-249
			
3	78	3	-249
			
3	79	9	-249
			
3	80	24	-249
			
3	81	22	-249
			
3	82	4	-249
			
3	83	0	-90
			
3	84	0	-90
			
3	85	0	-90
			
3	86	7	-90
			
3	87	81	-90
			
3	88	14	-90
			
3	89	0	-90
			
3	90	5	-324
			
3	91	2	-324
			
3	92	0	-324
			
3	93	0	-324
			
3	94	0	-439
			
3	95	0	-429
			
3	96	0	-429
			
3	97	0	-429
			
3	98	0	-429
			
3	99	0	-429
			
4	0	17	-396
			
4	1	5	-396
			
4	2	0	-396
			
4	3	7	-396
			
4	4	10	-414
			
4	5	3	-414
			
4	6	0	-414
			
4	7	0	-414
			
4	8	0	-450
			
4	9	0	-450
			
4	10	1	-450
			
4	11	2	-440
			
4	12	0	-440
			
4	13	0	-440
			
4	14	0	-440
			
4	15	0	-440
			
4	16	0	-440
			
4	17	0	-299
			
4	18	0	-299
			
4	19	0	-299
			
4	20	0	-299
			
4	21	0	-299
			
4	22	0	-299
			
4	23	0	-299
			
4	24	0	-367
			
4	25	0	-367
			
4	26	0	-367
			
4	27	0	-216
			
4	28	0	-216
			
4	29	0	-216
			
4	30	0	-216
			
4	31	10	-216
			
4	32	2	-259
			
4	33	11	-259
			
4	34	8	-259
			
4	35	3	-259
			
4	36	6	-259
			
4	37	0	-405
			
4	38	0	-405
			
4	39	2	-405
			
4	40	0	-405
			
4	41	1	-405
			
4	42	13	-405
			
4	43	7	-327
			
4	44	19	-327
			
4	45	0	-327
			
4	46	5	-30
			
4	47	4	-30
			
4	48	0	-30
			
4	49	26	-30
			
4	50	15	-30
			
4	51	149	174
			
4	52	214	174
			
4	53	195	174
			
4	54	391	174
			
4	55	79	-111
			
4	56	75	-111
			
4	57	0	-111
			
4	58	2	-111
			
4	59	0	-111
			
4	60	0	-141
			
4	61	45	-141
			
4	62	68	-141
			
4	63	8	-141
			
4	64	28	-141
			
4	65	1	-141
			
4	66	0	-260
			
4	67	0	-260
			
4	68	0	-260
			
4	69	0	-200
			
4	70	0	-200
			
4	71	13	-200
			
4	72	93	-200
			
4	73	0	-200
			
4	74	5	-200
			
4	75	0	-200
			
4	76	1	-375
			
4	77	2	-375
			
4	78	10	-355
			
4	79	17	-355
			
4	80	14	-355
			
4	81	7	-355
			
4	82	0	-355
			
4	83	0	-90
			
4	84	0	-90
			
4	85	0	-90
			
4	86	29	-90
			
4	87	24	-90
			
4	88	6	-90
			
4	89	0	-90
			
4	90	0	-324
			
4	91	0	-324
			
4	92	0	-324
			
4	93	0	-324
			
4	94	0	-439
			
4	95	0	-429
			
4	96	0	-429
			
4	97	0	-429
			
4	98	1	-429
			
4	99	2	-429
			
5	0	6	-396
			
5	1	4	-396
			
5	2	3	-396
			
5	3	1	-396
			
5	4	4	-414
			
5	5	2	-414
			
5	6	1	-414
			
5	7	0	-414
			
5	8	0	-452
			
5	9	0	-452
			
5	10	1	-452
			
5	11	0	-452
			
5	12	0	-440
			
5	13	0	-440
			
5	14	0	-440
			
5	15	0	-440
			
5	16	0	-440
			
5	17	0	-440
			
5	18	0	-453
			
5	19	0	-453
			
5	20	0	-367
			
5	21	0	-367
			
5	22	0	-367
